srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.0,45895,149.171.126.9,6881,tcp,FIN,4.511789,1540,1644,31,29,4,4,-,2560.403564,2753.675049,16,18,255,255,2318080531,197849540,96,91,0,0,18726.25091,468.08725,1421927443,1421927448,300.730475,265.278719,0.002952,0.002047,0.000905,0,0,0.0,0.0,0,13,8,8,11,8,1,4,,0
59.166.0.0,9818,149.171.126.9,6881,tcp,FIN,4.863933,1540,1644,31,29,4,4,-,2375.032715,2554.311523,16,18,255,255,2595627301,82779323,96,91,0,0,20570.06001,575.873125,1421927443,1421927448,324.166792,286.084063,0.000721,0.000497,0.000224,0,0,0.0,0.0,0,13,8,8,11,8,1,4,,0
59.166.0.1,4547,149.171.126.8,6881,tcp,FIN,4.413989,1540,1644,31,29,4,4,-,2617.133789,2814.6875,16,18,255,255,4248013912,245576205,96,91,0,0,22746.38586,485.688969,1421927443,1421927448,294.230267,254.690703,0.08602,0.084237,0.001783,0,0,0.0,0.0,0,6,8,8,7,2,1,1,,0
59.166.0.3,36277,149.171.126.3,6881,tcp,FIN,4.602747,1540,1644,31,29,4,4,-,2509.805664,2699.257568,16,18,255,255,2588851340,2266024530,96,91,0,0,21083.59702,499.439313,1421927443,1421927448,306.828008,270.720531,0.000621,0.000493,0.000128,0,0,0.0,0.0,0,13,13,11,12,11,1,7,,0
59.166.0.3,44820,149.171.126.2,6881,tcp,FIN,4.464198,1540,1644,31,29,4,4,-,2587.69873,2783.030518,16,18,255,255,3561364835,2395752892,96,91,0,0,22049.31639,527.436687,1421927443,1421927448,297.589346,260.416641,0.038042,0.037114,0.000928,0,0,0.0,0.0,0,13,12,12,12,11,1,2,,0
59.166.0.7,20635,149.171.126.2,6881,tcp,FIN,5.342585,1540,1644,31,29,4,4,-,2162.249023,2325.466064,16,18,255,255,3938077555,31490446,96,91,0,0,20096.07311,632.255875,1421927443,1421927448,356.149279,314.23725,0.000689,0.000547,0.000142,0,0,0.0,0.0,0,17,12,12,15,14,1,6,,0
59.166.0.7,21499,149.171.126.2,6881,tcp,FIN,5.385915,1540,1644,31,29,4,4,-,2144.85376,2306.757568,16,18,255,255,3938078414,173571013,96,91,0,0,22318.3522,609.534188,1421927443,1421927448,359.041333,302.982469,0.236973,0.235204,0.001769,0,0,0.0,0.0,0,17,12,12,15,14,1,6,,0
59.166.0.9,29030,149.171.126.9,80,tcp,FIN,9.780945,1684,10168,31,29,3,5,http,1279.222046,7855.273926,14,18,255,255,3303107361,1154571274,120,565,0,0,51718.93693,46049.23504,1421927438,1421927448,752.317077,575.319765,0.000646,0.000504,0.000142,0,0,0.0,0.0,0,1,1,8,3,1,1,1,,0
59.166.0.4,26147,149.171.126.6,56231,tcp,FIN,12.487157,4550,72810,31,29,7,33,-,2877.836914,46063.32813,78,80,255,255,13523240,2163473646,58,910,0,0,26543.44789,26521.81884,1421927436,1421927448,162.166597,158.056556,0.000825,0.000678,0.000147,0,0,0.0,0.0,0,6,5,4,7,1,1,1,,0
59.166.0.1,28014,149.171.126.1,11922,tcp,FIN,0.974519,424,8824,31,29,1,4,ftp-data,3045.60498,66404.03906,8,12,255,255,4258916424,2402800426,53,735,0,0,9274.395265,7295.865347,1421927447,1421927448,139.166286,88.547911,0.001488,0.000488,0.001,0,0,0.0,0.0,0,1,1,12,7,1,1,2,,0
59.166.0.7,34823,149.171.126.2,6881,tcp,FIN,1.469361,1540,1644,31,29,4,4,-,7861.921387,8455.376953,16,18,255,255,3863949028,4244040196,96,91,0,0,5939.361551,178.980672,1421927447,1421927448,97.929666,86.402234,0.000652,0.000522,0.00013,0,0,0.0,0.0,0,17,12,12,15,14,1,6,,0
59.166.0.1,2104,149.171.126.2,53,udp,CON,0.000921,132,164,31,29,0,0,dns,573289.875,712269.25,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927448,1421927448,0.011,0.002,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,12,7,1,1,2,,0
59.166.0.7,20193,149.171.126.1,6881,tcp,FIN,4.213758,2406,34406,31,29,5,15,-,4425.503418,63766.35938,32,42,255,255,721013142,322967462,75,819,0,0,11430.1377,11092.16622,1421927444,1421927448,135.916136,100.84217,0.080986,0.079228,0.001758,0,0,0.0,0.0,0,17,12,12,15,14,1,2,,0
59.166.0.0,26916,149.171.126.1,6881,tcp,FIN,4.590329,1540,1644,31,29,4,4,-,2516.595215,2706.559814,16,18,255,255,733537262,2270014785,96,91,0,0,21252.73762,463.090719,1421927443,1421927448,306.000254,269.952594,0.001286,0.001134,0.000152,0,0,0.0,0.0,0,13,12,12,11,8,1,3,,0
59.166.0.0,45062,149.171.126.9,6881,tcp,FIN,4.42884,1540,1644,31,29,4,4,-,2608.35791,2805.249023,16,18,255,255,168498901,196358431,96,91,0,0,18612.60785,457.395125,1421927443,1421927448,295.2344,260.447125,0.001921,0.001238,0.000683,0,0,0.0,0.0,0,13,8,8,11,8,1,4,,0
59.166.0.0,51417,149.171.126.1,6881,tcp,FIN,4.632991,1540,1644,31,29,4,4,-,2493.421631,2681.636963,16,18,255,255,2878926760,2336354782,96,91,0,0,20650.3838,505.870094,1421927443,1421927448,308.836329,272.303344,0.101729,0.00383,0.097899,0,0,0.0,0.0,0,13,12,12,11,8,1,3,,0
59.166.0.3,14459,149.171.126.8,6881,tcp,FIN,4.55167,1540,1644,31,29,4,4,-,2537.969482,2729.547607,16,18,255,255,506049366,2384944108,96,91,0,0,20141.8668,605.1255,1421927443,1421927448,303.424254,257.940063,0.167658,0.166688,0.00097,0,0,0.0,0.0,0,13,8,8,12,11,1,3,,0
59.166.0.3,39935,149.171.126.3,6881,tcp,FIN,4.743863,1540,1644,31,29,4,4,-,2435.14624,2618.962646,16,18,255,255,3381371619,2330081347,96,91,0,0,20429.64784,554.110063,1421927443,1421927448,316.235946,279.017187,0.000701,0.00057,0.000131,0,0,0.0,0.0,0,13,13,11,12,11,1,7,,0
59.166.0.3,44231,149.171.126.3,6881,tcp,FIN,4.697219,1540,1644,31,29,4,4,-,2459.327637,2644.969238,16,18,255,255,3381369718,2327628226,96,91,0,0,21142.58345,532.807125,1421927443,1421927448,313.092533,276.180938,0.002406,0.002139,0.000267,0,0,0.0,0.0,0,13,13,11,12,11,1,7,,0
59.166.0.3,5545,149.171.126.3,6881,tcp,FIN,4.554883,1540,1644,31,29,4,4,-,2536.179199,2727.622314,16,18,255,255,1235980321,2371747907,96,91,0,0,22934.12115,539.326125,1421927443,1421927448,303.632462,263.504531,0.077042,0.075296,0.001746,0,0,0.0,0.0,0,13,13,11,12,11,1,7,,0
59.166.0.4,11012,149.171.126.7,6881,tcp,FIN,3.243049,1540,1644,31,29,4,4,-,3562.080078,3830.962891,16,18,255,255,3611436470,720450082,96,91,0,0,13370.73905,347.739312,1421927444,1421927448,216.166863,190.697172,0.001953,0.001196,0.000757,0,0,0.0,0.0,0,6,6,6,7,2,1,2,,0
59.166.0.7,3015,149.171.126.7,6881,tcp,FIN,4.310891,1540,1644,31,29,4,4,-,2679.724365,2882.002686,16,18,255,255,2050950750,323581477,96,91,0,0,19509.20509,453.740625,1421927444,1421927448,287.370675,250.338875,0.05689,0.055127,0.001763,0,0,0.0,0.0,0,17,6,6,15,14,1,4,,0
59.166.0.2,52114,149.171.126.2,80,tcp,FIN,13.62022,1684,10168,31,29,3,5,http,918.634216,5641.024902,14,18,255,255,1141010731,1142057605,120,565,0,0,94940.28577,83034.4996,1421927434,1421927448,1047.679885,801.159353,0.000664,0.000506,0.000158,0,0,0.0,0.0,0,2,1,12,6,2,1,1,,0
59.166.0.4,57291,149.171.126.4,80,tcp,FIN,15.392247,1684,10168,31,29,3,5,http,812.87677,4991.604004,14,18,255,255,1011037,2151650880,120,565,0,0,98611.28802,86334.92034,1421927432,1421927448,1183.988115,905.394706,0.000672,0.000532,0.00014,0,0,0.0,0.0,0,3,2,4,7,3,1,1,,0
59.166.0.6,56745,149.171.126.5,80,tcp,FIN,20.923395,1684,10168,31,29,3,5,http,597.990906,3672.061768,14,18,255,255,995977938,3142405446,120,565,0,0,145319.3768,127202.0087,1421927427,1421927448,1609.459769,1230.755529,0.000687,0.000546,0.000141,0,0,0.0,0.0,0,1,3,9,5,1,1,1,,0
59.166.0.0,1179,149.171.126.4,80,tcp,FIN,0.060457,1052,824,31,29,2,2,http,121871.75,98185.49219,8,10,255,255,3160655504,3176544649,132,82,1,83,506.398077,12.259781,1421927448,1421927448,8.585571,6.653222,0.000814,0.000569,0.000245,0,0,1.0,0.0,0,2,2,4,11,1,1,1,,0
59.166.0.3,38787,149.171.126.3,9114,tcp,FIN,1.866674,2438,18508,31,29,7,13,-,10174.24609,77339.69531,38,40,255,255,1561011536,1887167054,64,463,0,0,3543.94701,3454.522061,1421927446,1421927448,50.441404,47.790743,0.003044,0.002832,0.000212,0,0,0.0,0.0,0,13,13,11,12,1,1,7,,0
59.166.0.7,11072,149.171.126.2,6881,tcp,FIN,1.706135,1540,1644,31,29,4,4,-,6770.859375,7281.956055,16,18,255,255,1718560270,4032548950,96,91,0,0,7234.576715,248.630547,1421927446,1421927448,113.641997,106.123312,0.008373,0.008161,0.000212,0,0,0.0,0.0,0,17,12,12,15,14,1,6,,0
59.166.0.7,41500,149.171.126.2,6881,tcp,FIN,1.623703,1540,1644,31,29,4,4,-,7114.601562,7651.645508,16,18,255,255,3863947519,1939012664,96,91,0,0,6932.819244,231.2195,1421927446,1421927448,108.222535,101.4525,0.000905,0.000458,0.000447,0,0,0.0,0.0,0,17,12,12,15,14,1,6,,0
59.166.0.4,18267,149.171.126.5,80,tcp,FIN,3.764111,1684,10168,31,29,3,5,http,3324.025146,20411.72461,14,18,255,255,2843951154,877610943,120,565,0,0,16972.04222,14856.08795,1421927445,1421927448,289.509308,221.391647,0.000586,0.000449,0.000137,0,0,0.0,0.0,0,3,3,9,7,3,1,1,,0
59.166.0.1,28172,149.171.126.2,5190,tcp,FIN,26.358074,1272,2572,31,29,4,4,-,362.090179,737.534912,16,18,255,255,1930944893,1931233978,80,143,0,0,186278.3754,5312.03,1421927421,1421927448,1757.180517,1550.440375,0.000737,0.000575,0.000162,0,0,0.0,0.0,0,6,12,12,7,1,1,2,,0
59.166.0.4,61278,149.171.126.0,80,tcp,FIN,24.681704,1580,10168,31,29,3,5,http,469.659637,3112.913086,12,18,255,255,803462378,804538375,132,565,0,0,195031.0354,157696.6781,1421927423,1421927448,2243.757955,1451.832654,0.000694,0.000543,0.000151,0,0,0.0,0.0,0,3,2,3,7,3,1,1,,0
59.166.0.2,14075,149.171.126.1,39991,tcp,FIN,29.615318,4656,3080,31,29,7,7,-,1212.885864,804.448547,28,30,255,255,2216341734,2219732464,166,103,0,0,152161.3475,4550.8375,1421927418,1421927448,1096.849907,1021.198875,0.000665,0.000545,0.00012,0,0,0.0,0.0,0,6,12,12,6,1,1,1,,0
59.166.0.0,56458,149.171.126.1,6881,tcp,FIN,4.664102,1540,1644,31,29,4,4,-,2476.789795,2663.749512,16,18,255,255,2878925641,2329148927,96,91,0,0,20163.89623,511.631937,1421927443,1421927448,310.916271,268.700344,0.100042,0.096191,0.003851,0,0,0.0,0.0,0,13,12,12,11,8,1,3,,0
59.166.0.3,10679,149.171.126.2,6881,tcp,FIN,4.683249,1540,1644,31,29,4,4,-,2466.663574,2652.859131,16,18,255,255,1415980163,109858630,96,91,0,0,21995.63696,524.532125,1421927443,1421927448,312.1966,275.445281,0.000781,0.000674,0.000107,0,0,0.0,0.0,0,13,12,12,12,11,1,2,,0
59.166.0.3,18634,149.171.126.3,6881,tcp,FIN,5.153183,1540,1644,31,29,4,4,-,2241.721191,2410.937012,16,18,255,255,443466662,2270053325,96,91,0,0,23510.8556,497.371812,1421927443,1421927448,343.489075,303.062125,0.001281,0.001126,0.000155,0,0,0.0,0.0,0,13,13,11,12,11,1,7,,0
59.166.0.3,40307,149.171.126.8,6881,tcp,FIN,4.242953,1540,1644,31,29,4,4,-,2722.632324,2928.149414,16,18,255,255,506047573,2278099208,96,91,0,0,17588.84159,582.663063,1421927443,1421927448,282.843992,249.519062,0.001962,0.001128,0.000834,0,0,0.0,0.0,0,13,8,8,12,11,1,3,,0
59.166.0.5,10638,149.171.126.1,6881,tcp,FIN,4.475955,1540,1644,31,29,4,4,-,2580.901611,2775.720459,16,18,255,255,4063831151,2295919483,96,91,0,0,18922.77519,474.41425,1421927443,1421927448,298.3736,263.263281,0.000733,0.000472,0.000261,0,0,0.0,0.0,0,8,12,12,6,4,1,3,,0
59.166.0.7,1178,149.171.126.7,6881,tcp,FIN,4.438105,1540,1644,31,29,4,4,-,2602.912598,2799.392822,16,18,255,255,2050948967,2339944983,96,91,0,0,20168.16213,473.201281,1421927443,1421927448,295.847879,260.888937,0.004776,0.002983,0.001793,0,0,0.0,0.0,0,17,6,6,15,14,1,4,,0
59.166.0.7,17315,149.171.126.4,6881,tcp,FIN,4.3006,1540,1644,31,29,4,4,-,2686.136719,2888.89917,16,18,255,255,323468851,2371750070,96,91,0,0,18240.37443,505.457781,1421927443,1421927448,286.686675,250.335766,0.046573,0.044887,0.001686,0,0,0.0,0.0,0,17,5,4,15,14,1,2,,0
59.166.0.7,1771,149.171.126.4,6881,tcp,FIN,4.531652,1540,1644,31,29,4,4,-,2549.180664,2741.60498,16,18,255,255,2473052593,194572374,96,91,0,0,19350.74372,568.502562,1421927443,1421927448,302.085737,266.450719,0.002993,0.001989,0.001004,0,0,0.0,0.0,0,17,5,4,15,14,1,2,,0
59.166.0.9,36145,149.171.126.5,6881,tcp,FIN,4.254707,2302,34406,31,29,5,15,-,4185.482422,63152.64844,30,42,255,255,2750594062,136230136,77,819,0,0,12617.01226,10368.0883,1421927443,1421927448,146.703477,103.760949,0.000645,0.000501,0.000144,0,0,0.0,0.0,0,4,9,9,3,2,1,1,,0
59.166.0.7,32160,149.171.126.7,6881,tcp,FIN,4.159266,1540,1644,31,29,4,4,-,2777.413086,2987.06543,16,18,255,255,2050947082,2482865793,96,91,0,0,19250.40268,469.018719,1421927444,1421927448,277.258067,244.637172,0.000557,0.000431,0.000126,0,0,0.0,0.0,0,17,6,6,15,14,1,4,,0
59.166.0.5,48265,149.171.126.5,48887,tcp,FIN,22.610283,3910,51912,31,29,7,26,-,1362.565918,18097.60547,66,68,255,255,215974807,216307314,59,763,0,0,69162.35995,2148.2105,1421927426,1421927448,347.845363,337.457,0.000818,0.000652,0.000166,0,0,0.0,0.0,0,8,9,9,6,1,1,2,,0
59.166.0.1,49589,149.171.126.5,80,tcp,FIN,0.123247,1052,824,31,29,2,2,http,59782.39063,48163.44531,8,10,255,255,2620655535,601576984,132,82,1,83,1032.868325,25.315377,1421927448,1421927448,17.551285,13.639,0.000596,0.00047,0.000126,0,0,1.0,0.0,0,1,3,9,7,1,1,1,,0
59.166.0.7,10327,149.171.126.2,6881,tcp,FIN,2.076156,2302,34406,31,29,5,15,-,8577.390625,129419.9531,30,42,255,255,1718559533,4018331478,77,819,0,0,5369.129207,4939.141933,1421927446,1421927448,71.580139,50.604803,0.00149,0.001355,0.000135,0,0,0.0,0.0,0,17,12,12,15,14,1,6,,0
59.166.0.0,62322,149.171.126.4,6881,tcp,FIN,0.809036,1540,1644,31,29,4,4,-,14278.72168,15356.54785,16,18,255,255,3160660541,3257496266,96,91,0,0,3385.271208,103.210914,1421927448,1421927449,53.905401,47.562293,0.000615,0.000472,0.000143,0,0,0.0,0.0,0,13,5,3,5,3,1,1,,0
59.166.0.0,64895,149.171.126.0,21805,tcp,FIN,16.679234,3910,51808,31,29,7,26,-,1847.08728,24473.06641,66,66,255,255,4058072091,4058423767,59,785,0,0,44365.71934,1406.253625,1421927432,1421927449,256.598425,256.593234,0.000808,0.000663,0.000145,0,0,0.0,0.0,0,13,4,4,5,1,1,2,,0
59.166.0.0,32992,149.171.126.5,6881,tcp,FIN,4.812889,1540,1644,31,29,4,4,-,2400.221436,2581.401611,16,18,255,255,2206399324,580968565,96,91,0,0,22301.12157,591.7815,1421927444,1421927449,320.838142,281.222938,0.103004,0.032089,0.070915,0,0,0.0,0.0,0,13,9,4,5,3,1,2,,0
59.166.0.5,28514,149.171.126.3,6881,tcp,FIN,5.217712,1540,1644,31,29,4,4,-,2213.997314,2381.120361,16,18,255,255,3110595104,2596177494,96,91,0,0,24027.63336,552.002938,1421927444,1421927449,347.824796,306.626281,0.006731,0.005056,0.001675,0,0,0.0,0.0,0,8,13,4,2,2,1,1,,0
59.166.0.6,13714,149.171.126.9,6881,tcp,FIN,4.649918,1540,1644,31,29,4,4,-,2484.344727,2671.875,16,18,255,255,2433888355,708762712,96,91,0,0,19775.20722,591.02,1421927444,1421927449,309.968788,289.61975,0.0168,0.015994,0.000806,0,0,0.0,0.0,0,3,8,1,1,1,1,1,,0
59.166.0.2,26834,149.171.126.3,6881,tcp,FIN,5.584211,2302,34406,31,29,5,15,-,3188.991211,48117.09375,30,42,255,255,730948524,2273959878,77,819,0,0,13863.50386,10700.29755,1421927443,1421927449,192.519655,132.561053,0.151009,0.149205,0.001804,0,0,0.0,0.0,0,6,13,4,2,1,1,1,,0
59.166.0.3,19463,149.171.126.3,6881,tcp,FIN,5.260135,1540,1644,31,29,4,4,-,2196.141357,2361.916504,16,18,255,255,2588853967,184957028,96,91,0,0,22109.58383,559.69575,1421927443,1421927449,350.583854,303.590875,0.10296,0.099087,0.003873,0,0,0.0,0.0,0,13,13,4,3,1,1,2,,0
59.166.0.4,17327,149.171.126.8,6881,tcp,FIN,6.254194,1540,1644,31,29,4,4,-,1847.080566,1986.50708,16,18,255,255,3583819385,98566115,96,91,0,0,25455.38206,834.404937,1421927443,1421927449,416.924325,367.00125,0.01701,0.015172,0.001838,0,0,0.0,0.0,0,6,8,1,3,2,1,1,,0
59.166.0.4,21760,149.171.126.4,6881,tcp,FIN,1.986066,1540,1644,31,29,4,4,-,5816.523926,6255.58252,16,18,255,255,1958563811,2670769430,96,91,0,0,8344.237112,230.663719,1421927448,1421927449,132.37746,116.766586,0.001174,0.000998,0.000176,0,0,0.0,0.0,0,6,5,3,3,2,1,1,,0
59.166.0.9,11239,149.171.126.4,9054,tcp,FIN,1.74576,2438,18508,31,29,7,13,-,10878.92969,82696.35938,38,40,255,255,3698075063,660073989,64,463,0,0,3162.265722,3079.469548,1421927448,1421927449,47.174191,44.749411,0.000646,0.000529,0.000117,0,0,0.0,0.0,0,4,5,3,2,1,1,1,,0
59.166.0.3,16210,149.171.126.7,23183,tcp,FIN,2.011751,8928,320,31,29,4,1,ftp-data,32970.28516,1061.761597,14,6,255,255,2601368109,2250413697,638,53,0,0,13732.40947,574.686187,1421927447,1421927449,154.750078,402.220188,0.00064,0.000507,0.000133,0,0,0.0,0.0,0,1,1,1,3,1,1,1,,0
59.166.0.3,26866,149.171.126.3,53,udp,CON,0.000881,132,164,31,29,0,0,dns,599318.9375,744608.375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1421927449,1421927449,0.011,0.003,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,4,3,1,1,2,,0
59.166.0.4,22309,149.171.126.0,53,udp,CON,0.000969,146,178,31,29,0,0,dns,602683.1875,734778.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1421927449,1421927449,0.008,0.006,0.0,0.0,0.0,0,0,0.0,0.0,0,1,1,4,3,1,1,1,,0
59.166.0.0,45892,149.171.126.0,80,tcp,FIN,21.601025,1580,10168,31,29,3,5,http,536.641235,3556.868408,12,18,255,255,3505559839,1357084071,132,565,0,0,156819.9635,124989.833,1421927427,1421927449,1963.699091,1270.615662,0.000694,0.000551,0.000143,0,0,0.0,0.0,0,2,2,4,5,1,1,2,,0
59.166.0.1,33520,149.171.126.2,4678,tcp,FIN,23.525303,3806,51808,31,29,7,26,-,1274.202515,17351.18945,64,66,255,255,2241361403,2241675017,59,785,0,0,71857.65867,70749.55159,1421927425,1421927449,373.411643,361.918462,0.000768,0.000603,0.000165,0,0,0.0,0.0,0,6,12,2,2,1,1,1,,0
59.166.0.2,39249,149.171.126.5,143,tcp,FIN,15.817905,7816,15132,31,29,30,32,-,3920.620117,7592.408691,122,126,255,255,421011249,2567443574,64,120,0,0,29212.18204,28665.97186,1421927433,1421927449,130.723864,126.539327,0.000625,0.000484,0.000141,0,0,0.0,0.0,0,6,9,4,2,1,1,1,,0
59.166.0.0,46210,149.171.126.5,6881,tcp,FIN,5.346186,1540,1644,31,29,4,4,-,2160.792725,2323.899658,16,18,255,255,61014863,2473159067,96,91,0,0,23805.23487,652.975312,1421927444,1421927449,356.3866,310.34575,0.072072,0.070297,0.001775,0,0,0.0,0.0,0,13,9,4,5,3,1,2,,0
59.166.0.7,41655,149.171.126.5,6881,tcp,FIN,5.782176,1540,1644,31,29,4,4,-,1997.86377,2148.672119,16,18,255,255,3408013713,2456619739,96,91,0,0,22636.15188,660.35375,1421927444,1421927449,385.450921,340.064937,0.001229,0.001068,0.000161,0,0,0.0,0.0,0,17,9,4,2,2,1,1,,0
59.166.0.9,43560,149.171.126.6,6881,tcp,FIN,5.809895,1540,1644,31,29,4,4,-,1988.331909,2138.420654,16,18,255,255,1188499707,342167679,96,91,0,0,24385.01608,787.306063,1421927444,1421927449,387.302804,336.636406,0.188932,0.087075,0.101857,0,0,0.0,0.0,0,4,5,2,2,1,1,1,,0
59.166.0.1,52718,149.171.126.0,6881,tcp,FIN,5.900298,2302,34406,31,29,5,15,-,3018.152588,45539.39453,30,42,255,255,958430395,35087221,77,819,0,0,13500.52914,11714.54278,1421927443,1421927449,203.447373,143.897171,0.001118,0.000509,0.000609,0,0,0.0,0.0,0,6,4,4,2,1,1,1,,0
59.166.0.5,8803,149.171.126.1,6881,tcp,FIN,5.497936,2302,34406,31,29,5,15,-,3239.033936,48872.16016,30,42,255,255,4063829305,2294345433,77,819,0,0,13229.24709,10929.85607,1421927443,1421927449,189.572313,134.076488,0.000979,0.000796,0.000183,0,0,0.0,0.0,0,8,12,1,2,2,1,1,,0
59.166.0.7,19818,149.171.126.2,6881,tcp,FIN,6.158804,2302,34406,31,29,5,15,-,2891.470459,43627.95313,30,42,255,255,1788495923,30673191,77,819,0,0,15382.31475,14194.78019,1421927443,1421927449,212.361283,150.196311,0.000959,0.000746,0.000213,0,0,0.0,0.0,0,17,12,2,2,2,1,1,,0
59.166.0.8,40924,149.171.126.6,6881,tcp,FIN,5.216447,1540,1644,31,29,4,4,-,2214.53418,2381.697754,16,18,255,255,190951104,287932620,96,91,0,0,22115.32385,548.401375,1421927444,1421927449,347.742321,306.798406,0.001,0.000871,0.000129,0,0,0.0,0.0,0,6,5,2,1,1,1,1,,0
59.166.0.5,25933,149.171.126.3,6881,tcp,FIN,4.937931,1540,1644,31,29,4,4,-,2339.441406,2516.033447,16,18,255,255,961011682,2621961006,96,91,0,0,24489.02045,525.117,1421927444,1421927449,329.173875,287.976719,0.043053,0.042322,0.000731,0,0,0.0,0.0,0,8,9,9,9,8,1,5,,0
59.166.0.5,53581,149.171.126.9,6881,tcp,FIN,5.089432,2302,34406,31,29,5,15,-,3499.015381,52794.89063,30,42,255,255,898430985,2553568179,77,819,0,0,15179.5501,11556.58062,1421927444,1421927449,175.487339,123.302297,0.034697,0.03403,0.000667,0,0,0.0,0.0,0,8,8,8,9,8,1,1,,0
59.166.0.5,56997,149.171.126.3,6881,tcp,FIN,5.298756,1540,1644,31,29,4,4,-,2180.134277,2344.701172,16,18,255,255,3110595958,2599395064,96,91,0,0,23618.66137,601.799125,1421927444,1421927449,353.228387,311.625187,0.001248,0.001126,0.000122,0,0,0.0,0.0,0,8,9,9,9,8,1,5,,0
59.166.0.8,58739,149.171.126.2,6881,tcp,FIN,5.085963,1540,1644,31,29,4,4,-,2271.349609,2442.802002,16,18,255,255,708498503,407455965,96,91,0,0,22029.44882,565.337313,1421927444,1421927449,339.039667,299.128875,0.000931,0.000768,0.000163,0,0,0.0,0.0,0,18,15,16,18,17,1,5,,0
59.166.0.4,59971,149.171.126.7,25,tcp,FIN,21.156628,37230,3380,31,29,18,8,smtp,13807.49316,1247.835938,52,42,255,255,3981365335,1837066743,716,80,0,0,67125.9511,2290.628,1421927428,1421927449,414.829066,516.000937,0.000726,0.000581,0.000145,0,0,0.0,0.0,0,1,1,10,10,1,1,2,,0
59.166.0.0,22918,149.171.126.4,6881,tcp,FIN,0.791861,1540,1644,31,29,4,4,-,14588.41895,15689.62207,16,18,255,255,3160659024,3240459456,96,91,0,0,3257.682772,94.265344,1421927448,1421927449,52.768601,46.216766,0.006401,0.006175,0.000226,0,0,0.0,0.0,0,14,11,11,15,12,1,4,,0
59.166.0.0,23664,149.171.126.4,6881,tcp,FIN,0.802671,1540,1644,31,29,4,4,-,14391.94824,15478.32129,16,18,255,255,3160659790,1103747071,96,91,0,0,3233.432946,90.130313,1421927448,1421927449,53.489934,47.185707,0.000925,0.000508,0.000417,0,0,0.0,0.0,0,14,11,11,15,12,1,4,,0
59.166.0.3,29692,149.171.126.1,55222,tcp,FIN,1.547754,2542,18508,31,29,7,13,-,12813.40527,93275.80469,40,40,255,255,2231430600,406670284,64,463,0,0,2519.650918,69.126234,1421927447,1421927449,39.677588,39.672793,0.000636,0.000511,0.000125,0,0,0.0,0.0,0,5,3,4,7,1,1,2,,0
59.166.0.4,6911,149.171.126.7,6881,tcp,FIN,2.258631,1540,1644,31,29,4,4,-,5114.602539,5500.677246,16,18,255,255,1598559617,2510668055,96,91,0,0,13075.43464,285.091125,1421927447,1421927449,150.547867,132.832531,0.000606,0.000474,0.000132,0,0,0.0,0.0,0,11,9,10,10,8,1,2,,0
59.166.0.4,54237,149.171.126.4,54308,tcp,FIN,15.059188,3806,51808,31,29,7,26,-,1990.545532,27105.84375,64,66,255,255,1261007582,3406736575,59,785,0,0,38233.01641,37907.5299,1421927434,1421927449,239.029601,231.669862,0.000778,0.000636,0.000142,0,0,0.0,0.0,0,11,11,11,10,1,1,5,,0
59.166.0.2,60641,149.171.126.7,14411,tcp,FIN,4.227926,4550,72810,31,29,7,33,-,8499.675781,136047.7969,78,80,255,255,3323942161,3329050474,58,910,0,0,3643.237671,3606.075028,1421927445,1421927449,54.903859,53.510469,0.000734,0.00059,0.000144,0,0,0.0,0.0,0,6,9,10,6,1,1,1,,0
59.166.0.0,4549,149.171.126.9,6881,tcp,FIN,5.357064,2302,34406,31,29,5,15,-,3324.208984,50157.32813,30,42,255,255,2318077070,184366169,77,819,0,0,13877.28638,10432.27225,1421927443,1421927449,184.71445,128.555562,0.089025,0.086285,0.00274,0,0,0.0,0.0,0,14,8,8,15,12,1,2,,0
59.166.0.4,15639,149.171.126.8,6881,tcp,FIN,5.97221,1540,1644,31,29,4,4,-,1934.292358,2080.302002,16,18,255,255,3583817692,70013863,96,91,0,0,25335.04023,641.74775,1421927443,1421927449,398.124721,351.274719,0.001071,0.000535,0.000536,0,0,0.0,0.0,0,11,7,9,10,8,1,3,,0
59.166.0.5,23576,149.171.126.1,6881,tcp,FIN,5.383215,2198,34406,31,29,5,15,-,3150.533691,49913.66797,28,42,255,255,2841368274,2230139813,79,819,0,0,14132.96264,9634.949628,1421927443,1421927449,199.365524,131.270785,0.001322,0.001112,0.00021,0,0,0.0,0.0,0,8,3,4,9,8,1,1,,0
